visit_id,variation,completed
725409774_63404556340_117347,Control,0
628433398_88916674255_233187,Control,1
789406511_91529173565_838032,Test,0
637938179_84629157923_887473,Test,1
598211818_62692551423_611185,Control,1
843109706_74750313772_948140,Test,0
501863129_30785249926_573031,Test,0
389642374_1828853718_449431,Test,1
81375945_23899492473_797438,Test,0
313020555_16274521839_423093,Test,1
458428292_80120453734_785580,Control,1
355532999_11303743221_86344,Control,1
591370975_6516524469_681866,Control,0
402234626_19272441400_686123,Test,1
906720531_69018204559_565745,Test,0
480140033_71119832799_40349,Test,0
857870285_82379831801_586295,Test,0
66538317_74513891034_577755,Test,0
129713496_91952605760_305873,Test,0
697733062_8537409493_287980,Test,1
412291111_74813876061_852868,Control,0
293382491_88377221870_496545,Control,1
395308341_68457170230_992484,Control,1
588413472_61018354862_738685,Test,0
115834409_74672377456_73187,Test,1
426434168_35930735557_981632,Test,0
183532732_4421171813_183251,Test,1
763008817_98473523630_345625,Test,0
500054289_81365969245_212028,Test,0
165101690_16918939916_335186,Test,0
279825521_76668660382_282795,Test,0
412002553_38715398900_966572,Test,0
561176347_91902091143_571451,Control,0
383079020_32725428142_775986,Test,1
557054677_89579591688_466587,Test,1
7474390_59351032152_146600,Test,0
845697832_21358384858_291080,Test,1
258173780_88708836542_170741,Control,0
556205942_51069513909_486220,Control,1
822428843_97776927309_370842,Control,0
439593193_96659580112_527584,Control,0
40369515_95858493149_834087,Control,0
65320659_9547944267_856106,Control,1
68547346_48186148115_479142,Control,1
738632586_12762382881_740344,Test,1
803192437_9918622661_208154,Test,0
915773407_22768792509_830833,Test,1
727266122_74582073064_782286,Control,0
863227054_58799393680_477404,Control,0
134020138_39285859356_454993,Control,0
98482079_7307641373_683091,Control,1
605197277_87868758660_623316,Control,1
153510177_86925401577_899189,Test,0
517950987_45267337009_114304,Test,0
96372433_10366013635_552549,Control,1
997288808_92979259398_97060,Test,0
180698597_14419439615_424091,Test,1
234472111_94542249319_983895,Test,0
913291536_8748341665_899380,Test,0
927222989_17756111976_830868,Test,0
363730596_10144465519_577182,Test,0
878943957_56305374124_244190,Control,1
501622435_39061116991_496812,Test,1
600878237_77529269593_439557,Test,1
919800960_5082580931_216529,Test,0
759653827_68580029021_377595,Test,0
774415599_36454215563_72811,Control,1
369565167_97179312940_767973,Test,0
957769982_29640950282_368782,Control,0
520503962_54019294463_322758,Test,1
83184716_24158635365_24958,Control,0
981123521_78157554839_121492,Control,0
930267255_59988515724_331291,Control,1
525189402_35393606354_100601,Control,0
649196878_46103940084_395680,Test,0
101794167_4777787282_217687,Test,0
365505533_99380406096_381673,Control,1
821543185_99950761529_71303,Control,1
664528412_36967436658_498425,Control,1
925990291_84280087561_452067,Test,1
416645676_92873219769_320988,Test,1
964219261_41212358627_997489,Control,1
672680483_83408928135_496250,Control,0
493683541_6039603105_940306,Control,1
745652946_77546055138_386801,Control,1
594356594_23816641468_406032,Control,1
999116623_23207600099_94642,Test,1
483099526_80423200523_981748,Test,0
434014337_40188933679_270274,Control,1
523648612_3651051985_61394,Control,0
884033582_61520693567_651908,Test,0
318394250_31590387984_282518,Test,0
473458427_56785436742_953031,Control,0
313165497_56035908627_167104,Test,1
727577772_58543632909_460500,Test,0
576310987_27414260510_945750,Test,0
426450924_25991217443_19819,Control,0
320676448_58650793674_507220,Test,1
255729873_27214163908_978927,Test,1
120620210_78953174249_399780,Test,0
875025130_87162268837_821773,Control,0
40675776_79064823233_179200,Test,0
644465996_48150300766_885754,Test,0
460955517_31238081757_881443,Test,1
602774822_46758858765_259470,Control,0
293028934_22544570787_571525,Control,0
115333741_33251581419_317884,Test,0
147199821_71603119624_581789,Test,0
491628677_75344767778_638768,Test,1
57881444_67349747021_790654,Control,1
924675044_1769491278_755182,Test,0
915841713_45091504586_226282,Test,0
609031360_60976312212_819898,Control,1
828312709_72790779577_957188,Control,1
149683209_59321236892_465859,Test,1
888153225_39734913519_67698,Test,0
315435478_30654652686_999804,Test,1
48407184_90132286530_413065,Test,1
28070560_2418273172_897998,Test,1
501655106_43250176635_712564,Test,1
291244798_71993739155_776921,Test,0
356153764_52301207130_610708,Test,1
295327106_5094299700_641918,Control,0
394980889_51911011632_938004,Control,0
522500371_29739868735_283510,Control,0
725025603_40573988332_802255,Control,1
273398264_48108288732_910790,Control,0
437247085_28340805095_314617,Control,1
272193910_9763245874_953355,Control,1
200970249_10686219766_908610,Test,1
905211564_97385555995_357328,Test,1
802301660_73612812872_858826,Test,0
251512159_7734465254_633863,Control,1
919516706_5591362847_524945,Control,0
346774177_90215613516_336288,Control,1
401267789_50442151970_397616,Control,1
643950378_29508023496_342723,Test,0
863929703_56938671912_186969,Test,0
505334918_8950694665_404859,Test,0
680828961_65830235660_691222,Test,0
624376898_73649451137_991473,Test,0
580263251_34839594359_793399,Test,0
418097925_73895054309_285459,Test,1
891901890_88498872553_633767,Test,1
839461252_31179922204_695376,Control,1
271567425_17813636971_423595,Control,0
105877223_61802077621_417951,Control,1
878139516_6930779322_866274,Control,0
704436790_13885108826_3021,Test,1
583733601_88401733653_42585,Test,1
367047851_99929016768_975253,Control,0
45096549_55282368091_152988,Control,1
128221980_15361858634_518576,Test,0
286402957_15945090333_637499,Test,0
29688806_58869755995_121708,Test,1
617044016_37092428334_651439,Test,1
703209352_45522619033_944162,Test,1
156854553_72864391426_838320,Test,0
687489372_82315293592_555885,Test,0
883397417_63787796241_530641,Test,1
675253235_57574455266_370218,Test,1
892273423_21123013394_540984,Control,0
363298990_60634306007_661096,Control,0
16513390_92981856146_185841,Control,0
565376827_69678746473_728972,Control,1
487983494_31647784722_787453,Control,0
747739834_13621288135_882070,Test,0
135655299_26868489277_256480,Control,1
47323543_13234746450_602615,Control,1
369946006_56798452658_587606,Control,1
116703787_78213207879_36603,Control,1
770082819_32679299718_40371,Test,0
759838272_50294827596_598504,Test,1
837796064_31245550026_521173,Test,1
497377935_18660813709_439425,Control,0
46378784_93658381355_650874,Control,0
116247727_94320077063_776011,Test,1
938978918_92921519034_539342,Test,1
446877636_92913546466_264340,Test,0
43635314_48902422159_982099,Test,0
618773233_7010386970_178843,Test,0
904838625_8678726239_896859,Control,1
348012145_65062909096_703483,Test,1
770371535_7446781450_631758,Test,0
461851388_98520307155_532911,Test,0
397581153_29134137858_832927,Test,1
359299398_28975043574_146875,Test,1
54566028_78791326321_686569,Control,1
420760709_94931776122_644710,Test,1
809646932_32202271588_639976,Test,1
590005310_71658271280_794093,Test,1
493061902_16641822786_133408,Control,0
283508247_70646016265_147154,Control,1
635948810_79831205406_367008,Test,0
290326733_53786067495_148167,Control,1
42915181_29818179437_981000,Control,1
806592248_65024938043_289662,Test,1
306822296_3806700136_494112,Control,0
388554897_70830128497_181423,Control,0
65411755_1244898020_762736,Control,0
620358622_7015489018_372239,Test,1
72165713_55512085611_832041,Test,0
341623677_40232037850_858617,Test,0
937861672_23522514023_638962,Test,0
514177235_75653691838_841424,Test,0
984993899_5641936728_225200,Test,0
374726058_76466445695_260526,Test,0
140679282_68074137264_995174,Test,0
222257764_53746055970_249634,Test,1
969907040_11140027518_535712,Test,1
705555328_88373292778_980181,Test,1
7282403_98112819174_154124,Test,1
756871401_78363662555_795054,Control,0
143828505_31222095941_811865,Control,0
495540856_15398752844_295400,Test,1
709996460_26520572380_740720,Control,1
31343126_98204160603_46557,Test,1
208945545_44640367145_977527,Test,0
438967706_38980976972_476683,Test,1
487058135_29863680129_764039,Test,0
110985301_7175185421_212909,Test,0
341245587_65392412254_893764,Test,0
39775533_71402081698_422353,Control,1
544713793_20716980338_803125,Control,0
602952889_30761121838_274938,Test,0
341841690_10360127139_193318,Test,1
264199880_49563716777_340423,Test,1
977053469_81030229971_433543,Test,0
255783108_15026987009_920535,Test,0
23861550_82038074272_619586,Control,0
927544971_94297609842_452172,Test,1
708036225_72766627038_902253,Test,0
484438310_36536942713_121494,Control,1
866896148_45923213424_361267,Test,0
862276517_78786960558_351657,Test,1
169643021_9754646414_746676,Test,0
25060474_75179813814_998267,Test,0
596865707_38307582775_467495,Control,1
371949378_65525894894_167935,Test,1
644812982_53900256090_133094,Control,0
419866965_11918145416_973554,Control,1
613039977_14454030092_732094,Test,1
961703298_95459939813_638082,Control,0
926709174_41267987669_730329,Control,1
504332973_69504944401_528980,Control,0
24910056_78175377684_13827,Control,1
70617128_81896422904_173360,Test,1
48157114_98277988386_819414,Control,1
345056390_73234671148_292188,Test,1
302222249_26225905626_448463,Test,0
241250194_42924277216_417511,Test,0
56719274_70677216072_871786,Test,1
243555674_18535338988_950050,Test,0
720157680_71509263322_822080,Test,0
538788212_25143531912_903519,Test,0
239050374_32507424173_210958,Test,1
380345905_70667830172_226565,Control,1
750949312_39540984138_979122,Test,1
440578425_77841536389_905071,Test,0
359689158_29779167027_365304,Test,1
517714580_17525390504_513333,Control,1
696865015_39371054041_739829,Control,1
43336776_87303839062_463916,Test,1
775216481_8449200317_267322,Control,1
275522616_13200763702_380141,Control,1
473400226_35773279020_890747,Control,0
636313409_57138880975_895875,Control,0
997377069_64435206880_52436,Test,0
145436387_37387040539_229072,Test,0
836617114_37508022846_666097,Control,0
691453795_99643043823_672506,Control,1
111525909_16355509765_333898,Test,0
944110395_34396857910_494430,Control,1
937165878_46191065793_103695,Control,0
226512723_51492433325_546809,Control,0
447587237_99783641574_791830,Control,0
295645959_26609774418_334290,Test,1
704241990_94314726852_371385,Control,0
54445630_72327968227_454622,Control,1
277633264_81009932390_241385,Control,1
24742791_45919937694_353425,Control,0
282353431_1741611625_300707,Control,1
259270601_75473896710_670143,Control,0
896299191_20129430857_906395,Control,1
655322868_28843191684_957300,Control,1
206336024_76289924265_170842,Control,1
54523331_64058351462_693094,Control,1
136614746_65423332777_47474,Test,0
249147432_51621446697_416255,Test,0
769410328_67359752025_773955,Test,0
989116645_59946569700_975702,Test,1
599448438_73887497310_826501,Control,1
202490573_52048575184_781232,Test,0
864914326_80269841153_735515,Control,0
117228242_98611813448_690041,Test,1
27739154_35430648526_463381,Test,1
745213850_20186068793_82144,Test,1
103538296_11904058214_819864,Test,0
845978577_77475008242_532258,Test,0
773337289_10832713618_458540,Control,0
75601386_89770179306_762910,Control,1
550705148_56544511408_199219,Test,1
486243636_53144903258_93366,Control,1
524058088_71282265778_361582,Test,1
206425965_83093785340_962889,Control,1
84427058_10514690404_216612,Test,0
582702531_22600689974_317742,Test,0
442794513_50865287352_411702,Test,1
619061794_54841640339_9938,Control,0
983293118_92817216802_848407,Control,0
311863211_18403318461_905986,Test,1
318264337_34988576926_364365,Control,0
661536756_44969281095_651068,Test,1
755121840_94384800850_639804,Test,0
961385034_75862228951_554801,Test,1
987155805_87448099277_933284,Control,0
914569228_82130515670_14818,Control,0
708875849_17051646224_951711,Control,0
962088412_17522595011_324970,Control,1
180227901_99217356727_259891,Test,0
550360406_21857275342_966915,Test,0
12138261_31273219660_267099,Test,0
883420138_84914852129_690738,Test,0
522507484_9335487788_55399,Test,0
554068737_5507502427_438184,Test,0
312304741_78411214348_910948,Test,0
1996226_65901491142_507663,Test,0
382487857_15898792305_179121,Test,1
321233612_38100337307_74800,Test,0
300949580_42670071434_682801,Test,1
351139493_12485984169_160621,Control,1
367410588_89542408243_467836,Control,0
420362249_40817114375_35709,Control,0
352646053_23640560450_913661,Test,1
61516186_84360313346_126748,Test,0
407184118_38034819404_971145,Test,1
131151000_16136280378_595781,Control,1
370504082_71323033638_80454,Test,1
376300163_10511459841_383493,Control,0
58106329_23282482412_461944,Control,0
766238844_32403557123_889828,Control,1
75491685_55190434995_515722,Control,0
438643332_31632828967_131019,Control,1
711347258_36585328899_72592,Test,0
882028232_95031956052_384307,Control,1
843985194_98866839665_436471,Control,1
641696316_50163147744_395440,Control,0
353424742_85416982105_740357,Control,0
34155902_48211059483_46372,Control,1
501601818_18466350907_294047,Test,0
582724649_63759446067_544745,Test,0
263203689_45100616277_233263,Test,0
745157508_96141905378_928296,Test,0
752972618_22259697239_91512,Test,0
151877966_25204929008_158061,Test,0
15175067_49534579248_399414,Control,1
381216104_80184727275_606458,Test,1
452295567_56350925630_932925,Test,1
692997644_27445250298_79504,Test,0
329761244_57978481132_954617,Test,1
564742573_42588169348_651449,Test,1
278643072_56073398609_702626,Test,0
277112040_29794377881_339242,Test,1
279342278_96527777013_149600,Control,0
207933145_45830088563_304850,Control,0
865009612_81180979037_387692,Control,1
80689571_35266396423_663597,Test,0
469716224_80023818141_895586,Test,0
45815748_92448751581_783971,Test,0
731326515_96402567349_684869,Test,0
943133150_88763631106_40158,Test,0
161745932_74300048837_720893,Test,0
602341955_45660735016_242078,Test,0
52199122_13751111528_125039,Test,0
550824441_29967957042_204589,Test,0
101505834_32427348236_567390,Test,0
172905990_43735321071_279679,Test,0
768334780_52546393505_282088,Test,0
923026174_55192925702_413743,Test,1
99647904_49447624804_623953,Control,0
977136787_23936000618_136947,Control,1
710605960_62267181825_477560,Test,0
871766255_14264259323_871473,Control,1
775839988_76851821034_989977,Control,1
135135993_19262975518_691265,Test,0
435312491_97356384829_589717,Test,1
379234633_30302507643_84507,Control,1
302737800_17095179912_137240,Control,1
928282738_42431483240_878459,Control,0
811571187_59295826957_496199,Control,0
55772665_55872696845_454804,Test,1
